addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,building
Alcalá de Henares,15,28804,,Calle Córdoba,
Alcalá de Henares,17,28804,,Calle Córdoba,
Alcalá de Henares,19,28804,,Calle Córdoba,
Alcalá de Henares,21,28804,,Calle Córdoba,
Alcalá de Henares,23,28804,,Calle Córdoba,
Alcalá de Henares,25,28804,,Calle Córdoba,
Alcalá de Henares,27,28804,,Calle Córdoba,
Alcalá de Henares,2,28804,,Calle Linares,
Alcalá de Henares,4,28804,,Calle Linares,
Alcalá de Henares,18,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,20,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,22,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,2,28804,,Calle Andújar,
Alcalá de Henares,24,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,26,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,28,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,30,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,32,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,34,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,36,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,38,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,40,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,42,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,44,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,46,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,2,28804,,Calle Ronda,
Alcalá de Henares,4,28804,,Calle Ronda,
Alcalá de Henares,6,28804,,Calle Ronda,
Alcalá de Henares,8,28804,,Calle Ronda,
Alcalá de Henares,1,28804,,Calle Baeza,
Alcalá de Henares,3,28804,,Calle Baeza,
Alcalá de Henares,5,28804,,Calle Baeza,
Alcalá de Henares,7,28804,,Calle Baeza,
Alcalá de Henares,9,28804,,Calle Baeza,
Alcalá de Henares,11,28804,,Calle Baeza,
Alcalá de Henares,2,28804,,Calle Baeza,
Alcalá de Henares,4,28804,,Calle Baeza,
Alcalá de Henares,6,28804,,Calle Baeza,
Alcalá de Henares,8,28804,,Calle Baeza,
Alcalá de Henares,10,28804,,Calle Baeza,
Alcalá de Henares,12,28804,,Calle Baeza,
,,28804,,Calle Andújar,
Alcalá de Henares,1,28804,,Calle Andújar,
Alcalá de Henares,3,28804,,Calle Andújar,
Alcalá de Henares,5,28804,,Calle Andújar,
Alcalá de Henares,7,28804,,Calle Andújar,
Alcalá de Henares,9,28804,,Calle Andújar,
Alcalá de Henares,11,28804,,Calle Andújar,
Alcalá de Henares,13,28804,,Calle Andújar,
Alcalá de Henares,15,28804,,Calle Andújar,
Alcalá de Henares,17,28804,,Calle Andújar,
Alcalá de Henares,19,28804,,Calle Andújar,
Alcalá de Henares,23,28804,,Calle Andújar,
Alcalá de Henares,25,28804,,Calle Andújar,
Alcalá de Henares,27,28804,,Calle Andújar,
Alcalá de Henares,29,28804,,Calle Andújar,
Alcalá de Henares,31,28804,,Calle Andújar,
Alcalá de Henares,33,28804,,Calle Andújar,
Alcalá de Henares,35,28804,,Calle Andújar,
Alcalá de Henares,37,28804,,Calle Andújar,
Alcalá de Henares,39,28804,,Calle Andújar,
Alcalá de Henares,41,28804,,Calle Andújar,
Alcalá de Henares,43,28804,,Calle Andújar,
,46B,28804,,Calle de Vitoria,
,46A,28804,,Calle de Vitoria,
,44B,28804,,Calle de Vitoria,
,44A,28804,,Calle de Vitoria,
,42B,28804,,Calle de Vitoria,
,42A,28804,,Calle de Vitoria,
,40B,28804,,Calle de Vitoria,
,40A,28804,,Calle de Vitoria,
,8,,,Calle de San Fructuoso,
,10,,,Calle de San Fructuoso,
,12,,,Calle de San Fructuoso,
,2,,,Calle de San Fructuoso,
,4,,,Calle de San Fructuoso,
,6,,,Calle de San Fructuoso,
Alcalá de Henares,,28804,,Calle de Felipe II,
,18,28804,,Avenida Don Juan de Austria,
,20,28804,,Avenida Don Juan de Austria,
,1,28804,,Calle de Pablo de Olavide,
,1,28804,,Plaza Villa de Talence,
,2,28804,,Plaza Villa de Talence,
,3,28804,,Plaza Villa de Talence,
,4,28804,,Plaza Villa de Talence,
,5,28804,,Plaza Villa de Talence,
,2,28804,,Plaza Villa de Talence,
,4,28804,,Calle de Felipe II,
,15,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,2,28804,,Calle Villalar de los Comuneros,
Alcalá de Henares,4,28804,,Calle Villalar de los Comuneros,
Alcalá de Henares,6,28804,,Calle Villalar de los Comuneros,
,4,28804,,Calle de Felipe II,
,20,28804,,Avenida Don Juan de Austria,
Alcalá de Henares,20,28804,,Avenida Don Juan de Austria,
,1,28804,,Calle Gil de Andrade,
,15,28804,,Avenida Don Juan de Austria,
,7,28804,,Plaza de Carlos I,
,3,28804,,Calle Gil de Andrade,
,,28803,,Ronda de la Pescadería,
,,28803,,Ronda de la Pescadería,
Alcalá de Henares,1,28803,,Plaza de la Puerta de Vado,
Alcalá de Henares,,28803,,Plaza de la Puerta de Vado,
,48,28803,,Ronda de la Pescadería,
,46,28803,,Ronda de la Pescadería,
,44,28803,,Ronda de la Pescadería,
,42,28803,,Ronda de la Pescadería,
,47,28803,,Calle de Portilla,
,49,28803,,Calle de Portilla,
,51,28803,,Calle de Portilla,
,53,28803,,Calle de Portilla,
,106,28805,,Vía Complutense,
,108,28805,,Vía Complutense,
,106,28805,,Vía Complutense,
,108,28805,,Vía Complutense,
,93,28805,,Vía Complutense,
,3,28805,,Calle Luis de Medina,
,10,28805,,Calle Luis de Medina,
,2,28805,,Calle Juan de Borgoña,
,4,,,Calle Juan de Borgoña,
,95,28805,,Vía Complutense,
,93,28805,,Vía Complutense,
,3,28805,,Calle Luis de Medina,
,5,28805,,Calle Luis de Medina,
,6,28805,,Calle Luis de Medina,
,,,,Calle Luis de Medina,
,3,28805,,Calle Juan de Borgoña,
,3,,,Calle Juan de Borgoña,
,4,,,Calle Juan de Borgoña,
,114,28805,,Vía Complutense,
Alcalá de Henares,114,28805,,Vía Complutense,
,,28805,,Vía Complutense,
,114,28805,,Vía Complutense,
,91,,,Vía Complutense,
,16,,,Calle Luis de Madrona,
,,28805,,Calle Luis de Madrona,
Alcalá de Henares,2,28805,,Calle Luis de Madrona,
,3,28805,,Calle Luis de Madrona,
,1,28805,,Calle Luis de Madrona,
Alcalá de Henares,2,28805,,Calle Braulio Vivas,
Alcalá de Henares,34,28805,,Calle Camino de la Esgaravita,
Alcalá de Henares,36,28805,,Calle Camino de la Esgaravita,
Alcalá de Henares,38,28805,,Calle Camino de la Esgaravita,
Alcalá de Henares,1,28805,,Calle Braulio Vivas,
Alcalá de Henares,3,28805,,Calle Braulio Vivas,
Alcalá de Henares,5,28805,,Calle Braulio Vivas,
Alcalá de Henares,2,28805,,Calle Braulio Vivas,
Alcalá de Henares,4,28805,,Calle Braulio Vivas,
Alcalá de Henares,6,28805,,Calle Braulio Vivas,
Alcalá de Henares,1,28805,,Calle José Chacón,
Alcalá de Henares,3,28805,,Calle José Chacón,
Alcalá de Henares,5,28805,,Calle José Chacón,
Alcalá de Henares,2,28805,,Calle José Chacón,
Alcalá de Henares,4,28805,,Calle José Chacón,
Alcalá de Henares,6,28805,,Calle José Chacón,
Alcalá de Henares,51,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,130,,,Vía Complutense,
Alcalá de Henares,128,,,Vía Complutense,
,20B,28804,,Calle Cáceres,
,20,28804,,Calle Cáceres,
,18B,28804,,Calle Cáceres,
,18A,28804,,Calle Cáceres,
,23,28804,,Calle Cáceres,
,13C,28804,,Calle Cáceres,
,13,28804,,Calle Cáceres,
,1A,28804,,Calle Cáceres,
,1B,28804,,Calle Cáceres,
,1C,28804,,Calle Cáceres,
,1D,28804,,Calle Cáceres,
,1E,28804,,Calle Cáceres,
,1F,28804,,Calle Cáceres,
,12,28804,,Calle de Juan de Soto,
,,28804,,Calle Miguel de Moncada,
,29,28804,,Avenida Lope de Figueroa,
,,28804,,Avenida Lope de Figueroa,
,,28804,,Calle Zaragoza,
,15,28804,,Calle Gerona,
,13,28804,,Calle Gerona,
,11,28804,,Calle Gerona,
,9,28804,,Calle Gerona,
,7,28804,,Calle Gerona,
,5,28804,,Calle Gerona,
,3,28804,,Calle Gerona,
,1,28804,,Calle Gerona,
,4,28804,,Calle Gerona,
,6,28804,,Calle Gerona,
,8,28804,,Calle Gerona,
,10,28804,,Calle Gerona,
,12,28804,,Calle Gerona,
,14,28804,,Calle Gerona,
,16,28804,,Calle Gerona,
,18,28804,,Calle Gerona,
,13,28804,,Calle Logroño,
,11,28804,,Calle Logroño,
,9,28804,,Calle Logroño,
,5,28804,,Calle Logroño,
,3,28804,,Calle Logroño,
,1A,28804,,Calle Logroño,
,1B,28804,,Calle Logroño,
,1C,28804,,Calle Logroño,
,,28804,,Avenida Lope de Figueroa,
,,28804,,Avenida Lope de Figueroa,
,12,28804,,Avenida Lope de Figueroa,
,,28804,,Calle Zaragoza,
,11,28804,,Calle Garcilaso de la Vega,
,9,28804,,Calle Garcilaso de la Vega,
,7,28804,,Calle Garcilaso de la Vega,
,5,28804,,Calle Garcilaso de la Vega,
,3,28804,,Calle Garcilaso de la Vega,
,1,28804,,Calle Garcilaso de la Vega,
,12,28804,,Calle de Juan de Soto,
,10,28804,,Calle de Juan de Soto,
,8,28804,,Calle de Juan de Soto,
,6,28804,,Calle de Juan de Soto,
,4,28804,,Calle de Juan de Soto,
,2,28804,,Calle de Juan de Soto,
,11,28804,,Calle de Juan de Soto,
,12,28804,,Calle Miguel de Moncada,
,9,28804,,Calle de Juan de Soto,
,7,28804,,Calle de Juan de Soto,
,5,28804,,Calle de Juan de Soto,
,3,28804,,Calle de Juan de Soto,
,1,28804,,Calle de Juan de Soto,
,1A,28804,,Calle de Juan de Soto,
,10,28804,,Calle Miguel de Moncada,
,8,28804,,Calle Miguel de Moncada,
,6,28804,,Calle Miguel de Moncada,
,4,28804,,Calle Miguel de Moncada,
,2,28804,,Calle Miguel de Moncada,
,1,28804,,Calle Corinto,
,6,28804,,Calle Batalla de Lepanto,
,14,28804,,Calle Logroño,
,12,28804,,Calle Logroño,
,6,28804,,Calle Logroño,
,4,28804,,Calle Logroño,
,1,28804,,Calle San Sebastián,
,17,28804,,Calle Cuenca,
,1,28803,,Calle Río Manzanares,
,2,28803,,Calle Río Badiel,
,3,28803,,Calle Río Manzanares,
,5,28803,,Calle Río Manzanares,
,7,28803,,Calle Río Manzanares,
,9,28803,,Calle Río Manzanares,
,11,28803,,Calle Río Manzanares,
,4,28803,,Calle Río Badiel,
,6,28803,,Calle Río Badiel,
,8,28803,,Calle Río Badiel,
,10,28803,,Calle Río Badiel,
,12,28803,,Calle Río Badiel,
Alcalá de Henares,4,28805,,Calle Punto Net,
Alcalá de Henares,1,28805,,Calle de Humanes,
,,28804,,Avenida de Ávila,
,7,28805,,Calle Luis de Medina,
,3,28805,,Plaza de Alonso Carrillo,
,5,28805,,Calle Luis de Medina,
,3,28805,,Calle Luis de Medina,
,4,28805,,Plaza de Alonso Carrillo,
,5,28805,,Plaza de Alonso Carrillo,
,1,28805,,Calle Luis de Medina,
,6,28805,,Plaza de Alonso Carrillo,
,91,28805,,Vía Complutense,
,89,28805,,Vía Complutense,
,87,28805,,Vía Complutense,
,7,28805,,Plaza de Alonso Carrillo,
,8,28805,,Plaza de Alonso Carrillo,
,9,28805,,Plaza de Alonso Carrillo,
,10,28805,,Plaza de Alonso Carrillo,
,81,28805,,Vía Complutense,
,79,28805,,Vía Complutense,
,77,28805,,Vía Complutense,
,18,28805,,Calle Leandro Fernández de Moratín,
,16,28805,,Calle Leandro Fernández de Moratín,
,14,28805,,Calle Leandro Fernández de Moratín,
,12,28805,,Calle Leandro Fernández de Moratín,
,10,28805,,Calle Leandro Fernández de Moratín,
,8,28805,,Calle Leandro Fernández de Moratín,
,75,28805,,Vía Complutense,
,73,28805,,Vía Complutense,
,71,28805,,Vía Complutense,
,69,28805,,Vía Complutense,
,67,28805,,Vía Complutense,
,6,28805,,Calle Leandro Fernández de Moratín,
,4,28805,,Calle Leandro Fernández de Moratín,
,2,28805,,Calle Leandro Fernández de Moratín,
,1,28804,,Calle Antequera,
,1,28804,,Calle Antequera,
,1,28804,,Calle Antequera,
,,,,Calle de León,
,,,,Calle de León,
,,,,Avenida Lope de Figueroa,
,,,,Calle Antequera,
,18,28804,,Avenida Lope de Figueroa,
,20,,,Avenida Lope de Figueroa,
,22,28804,,Avenida Lope de Figueroa,
,,28804,,Avenida Lope de Figueroa,
,,,,Calle Antequera,
,1,28804,,Calle Antequera,
,,28804,,Calle Antequera,
,20,28804,,Avenida Lope de Figueroa,
,22,28804,,Avenida Lope de Figueroa,
,,28804,,Avenida Lope de Figueroa,
,2,28804,,Calle Andújar,
,,,,Avenida Lope de Figueroa,
,,,,Calle Andújar,
,,,,Calle Linares,
,1,28804,,Calle Jerez,
,3,28804,,Calle Jerez,
,5,28804,,Calle Jerez,
,7,28804,,Calle Jerez,
,9,28804,,Calle Jerez,
,11,28804,,Calle Jerez,
,13,28804,,Calle Jerez,
,15,28804,,Calle Jerez,
,17,28804,,Calle Jerez,
,19,28804,,Calle Jerez,
,21,28804,,Calle Jerez,
,23,28804,,Calle Jerez,
,25,28804,,Calle Jerez,
,27,28804,,Calle Jerez,
,29,28804,,Calle Jerez,
,31,28804,,Calle Jerez,
,33,28804,,Calle Jerez,
,35,28804,,Calle Jerez,
,37,28804,,Calle Jerez,
,39,28804,,Calle Jerez,
,2,28804,,Calle Málaga,
,4,28804,,Calle Málaga,
,6,28804,,Calle Málaga,
,8,28804,,Calle Málaga,
,10,28804,,Calle Málaga,
,12,28804,,Calle Málaga,
,14,28804,,Calle Málaga,
,16,28804,,Calle Málaga,
,18,28804,,Calle Málaga,
,20,28804,,Calle Málaga,
,22,28804,,Calle Málaga,
,24,28804,,Calle Málaga,
,26,28804,,Calle Málaga,
,28,28804,,Calle Málaga,
,30,28804,,Calle Málaga,
,32,28804,,Calle Málaga,
,34,28804,,Calle Málaga,
,36,28804,,Calle Málaga,
,38,28804,,Calle Málaga,
,40,28804,,Calle Málaga,
Alcalá de Henares,48,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,50,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,52,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,54,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,56,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,58,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,60,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,62,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,64,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,66,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,68,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,70,28804,,Avenida Lope de Figueroa,
Alcalá de Henares,1,28804,,Calle Ronda,
Alcalá de Henares,3,28804,,Calle Ronda,
Alcalá de Henares,5,28804,,Calle Ronda,
Alcalá de Henares,13,28804,,Calle Baeza,
Alcalá de Henares,15,28804,,Calle Baeza,
Alcalá de Henares,17,28804,,Calle Baeza,
Alcalá de Henares,19,28804,,Calle Baeza,
Alcalá de Henares,21,28804,,Calle Baeza,
Alcalá de Henares,23,28804,,Calle Baeza,
,5,28804,,Calle Cuenca,
,,28804,,Avenida Virgen del Val,
,,,,Calle Cuenca,
,2,28804,,Calle Toledo,
,,28804,,Calle Zaragoza,
,128,28805,,Vía Complutense,
,130,28805,,Vía Complutense,
Alcalá de Henares,130,28805,,Vía Complutense,
,,28804,,Avenida Don Juan de Austria,
,24,28804,,Avenida Don Juan de Austria,
,16,28805,,Avenida Don Juan de Austria,
,12,28805,,Avenida Don Juan de Austria,
,,28804,,Avenida Don Juan de Austria,
,18,28804,,Avenida Don Juan de Austria,
,14,28805,,Avenida Don Juan de Austria,
,12,28805,,Avenida Don Juan de Austria,
,18,28804,,Avenida Don Juan de Austria,
,1,28805,,Avenida Juan de Austria,
,9,28804,,Calle Marqués de Alonso Martínez,
,8,,,Calle de Juan de Soto,
,6,28805,,Avenida Don Juan de Austria,
,6,28805,,Calle Marqués de Alonso Martínez,
,9,28804,,Calle Marqués de Alonso Martínez,
,13,,,Calle Marqués de Alonso Martínez,
,2,28804,,Calle Garcilaso de la Vega,
,3,28804,,Calle de Juan de Soto,
,9,28804,,Calle Marqués de Alonso Martínez,
,1,,,Calle Corinto,
,7,,,Calle Miguel de Moncada,
,3,28805,,Avenida Juan de Austria,
,4,28805,,Calle Miguel de Moncada,
,,28805,,Calle Cristino García Granda,
,6,28805,,Avenida Juan de Austria,
,9,,,Calle Marqués de Alonso Martínez,
,1,28805,,Avenida Juan de Austria,
,6,28805,,Avenida Don Juan de Austria,
,1,28805,,Calle Batalla de Lepanto,
,8,28805,,Avenida Don Juan de Austria,
,10,28805,,Avenida Don Juan de Austria,
,12,28805,,Avenida Don Juan de Austria,
,1,28805,,Calle de Carlos II,
,8,28805,,Avenida Don Juan de Austria,
,3,28805,,Avenida Don Juan de Austria,
,1,28805,,Avenida Juan de Austria,
,9A,28805,,Calle Marqués de Alonso Martínez,
,9B,28805,,Calle Marqués de Alonso Martínez,
,2,28805,,Calle Miguel de Moncada,
,4,28805,,Calle Miguel de Moncada,
,13,28805,,Calle Marqués de Alonso Martínez,
,22,28804,,Avenida Don Juan de Austria,
,35,,,Avenida Virgen del Val,
,43,,,Avenida Virgen del Val,
,41,28804,,Avenida Virgen del Val,
,1,28804,,Calle Caz,
Alcalá de Henares,3,28804,,Calle Bellavista,
,,28804,,Calle de Cristóbal de Bustamante,
,10,28804,,Paseo del Val,
,15,28804,,Paseo de Val,
,,28804,,Calle Sevilla,
,7,28804,,Avenida Virgen del Val,
,1,28804,,Calle Bellavista,
,1,28804,,Calle Bellavista,
,1,28804,,Calle Bellavista,
,16,28804,,Paseo del Val,
,14,28804,,Paseo del Val,
,15,28804,,Paseo de Val,
,3,28804,,Calle Sevilla,
,1,28804,,Calle Bellavista,
,1,,,Calle Bellavista,
,21,28804,,Paseo de Val,
,19,28804,,Paseo de Val,
,19,28804,,Paseo de Val,
,12,28804,,Paseo del Val,
,,,,Calle Sevilla,
,22,28804,,Paseo de la Alameda,
,22,28804,,Paseo de la Alameda,
,20,28804,,Paseo de la Alameda,
,22,28804,,Paseo de la Alameda,
,1,28804,,Calle Caz,
,18,28804,,Paseo del Val,
,16,28804,,Paseo de Val,
,1,28804,,Calle Sevilla,
,12,28804,,Paseo del Val,
,53,28804,,Avenida Virgen del Val,
,17,28804,,Paseo del Val,
,1,28804,,Calle de Andrea Doria,
,9,28804,,Calle Almería,
,2,28804,,Calle de Andrea Doria,
,5,28804,,Calle de Andrea Doria,
,5,28804,,Calle de Andrea Doria,
,9,28804,,Calle Almería,
,3,28804,,Calle Caz,
,6,28804,,Calle Almería,
,24,28804,,Paseo de la Alameda,
,23,28804,,Paseo de la Alameda,
,1,28804,,Avenida Lope de Figueroa,
,,28804,,Calle de Andrea Doria,
,2,28804,,Calle de Andrea Doria,
,55,28804,,Avenida Virgen del Val,
,55,28804,,Avenida Virgen del Val,
,49,28804,,Avenida Virgen del Val,
,47,28804,,Avenida Virgen del Val,
,45,28804,,Avenida Virgen del Val,
,43,28804,,Avenida Virgen del Val,
,41,28804,,Avenida Virgen del Val,
,39,28804,,Avenida Virgen del Val,
,2,28804,,Calle de Ciudad Real,
,4,28804,,Calle Salamanca,
,4,28804,,Calle de Ciudad Real,
,37,28804,,Avenida Virgen del Val,
,35,28804,,Avenida Virgen del Val,
,33,28804,,Avenida Virgen del Val,
,2,28804,,Calle Salamanca,
,6,28804,,Calle Almería,
,4,28804,,Calle Almería,
,2,28804,,Calle Almería,
,5,28804,,Calle Huelva,
,3,28804,,Calle Huelva,
,1,28804,,Calle Huelva,
,26,28804,,Paseo de la Alameda,
,3,28804,,Calle Caz,
,1,28804,,Calle Caz,
,3,28804,,Calle Bellavista,
,1,28804,,Calle Bellavista,
,16,28804,,Paseo de Val,
,,28804,,Calle de Cristóbal de Bustamante,
,,28804,,Calle Fernán Falcón,
,2,28804,,Calle Bellavista,
,4,28804,,Calle Bellavista,
,6,28804,,Calle Bellavista,
,,28804,,Paseo de Val,
,15A,28804,,Paseo del Val,
,17,28804,,Paseo del Val,
,3,28804,,Calle Sevilla,
,20,28804,,Paseo de la Alameda,
,2,28804,,Calle de Andrea Doria,
,30,28804,,Avenida Don Juan de Austria,
,30,28804,,Avenida Don Juan de Austria,
,28,28804,,Avenida Don Juan de Austria,
,28,,,Avenida Don Juan de Austria,
,,28804,,Avenida Don Juan de Austria,
,1,28804,,Calle de La Coruña,
,5,28804,,Calle de La Coruña,
,7,28804,,Calle de La Coruña,
,7,28804,,Calle de La Coruña,
,9,28804,,Calle de La Coruña,
,3,28804,,Calle de La Coruña,
,2,28804,,Calle de La Coruña,
,26,28804,,Avenida Don Juan de Austria,
,32,28804,,Avenida Don Juan de Austria,
,32,28804,,Avenida Don Juan de Austria,
,28,28804,,Avenida Don Juan de Austria,
,3,28804,,Calle de La Coruña,
,2,,,Calle Orense,
,3,28804,,Calle de La Coruña,
,5,28804,,Calle de La Coruña,
,5,28804,,Calle de La Coruña,
,7,28804,,Calle de La Coruña,
,32,28804,,Avenida Don Juan de Austria,
,32,28804,,Avenida Don Juan de Austria,
,32,28804,,Avenida Don Juan de Austria,
,30,28804,,Avenida Don Juan de Austria,
,26,28804,,Avenida Don Juan de Austria,
,26,28804,,Avenida Don Juan de Austria,
,1,28804,,Calle de La Coruña,
,3,28804,,Calle de La Coruña,
,9,28804,,Calle de La Coruña,
,32,28804,,Avenida Don Juan de Austria,
,9,28804,,Calle Almería,
,7,28804,,Calle Almería,
,9,28804,,Calle Almería,
,5,28804,,Calle Almería,
,1,28804,,Calle Almería,
,19,28804,,Paseo del Val,
,,28805,,Calle de Don Juan Tenorio,
,,28805,,Calle de Don Juan Tenorio,
,,28805,,Calle de Don Juan Tenorio,
,,28805,,Calle de Don Juan Tenorio,
,,28805,,Calle de Don Juan Tenorio,
,,28805,,Calle de Don Juan Tenorio,
,,,,Calle de Don Juan Tenorio,
,,28805,,Calle de Don Juan Tenorio,
,1,28804,,Plaza de Navarra,
,2,28804,,Plaza de Navarra,
,3,28804,,Plaza de Navarra,
,1,28804,,Calle de Pamplona,
,6,28804,,Plaza de Navarra,
,5,28804,,Plaza de Navarra,
,4,28804,,Plaza de Navarra,
,,28804,,Calle de Sigüenza,
,7,28804,,Calle José Caballero,
,5,28804,,Calle José Caballero,
,1,28804,,Calle José Caballero,
,3,28804,,Calle José Caballero,
,7,28805,,Calle Luis de Madrona,
,5,28805,,Calle Luis de Madrona,
,3,28805,,Calle Luis de Madrona,
,1,28805,,Calle Luis de Madrona,
,,28804,,Calle José Caballero,
,,,,Avenida Lope de Figueroa,
,51,28804,,Avenida Lope de Figueroa,
,51,28804,,Avenida Lope de Figueroa,
,12,28801,,Calle Imagen,
,2,28804,,Calle de La Coruña,
,4,28804,,Calle de La Coruña,
,6,28804,,Calle de La Coruña,
,8,28804,,Calle de La Coruña,
,10,28804,,Calle de La Coruña,
,12,28804,,Calle de La Coruña,
,14,28804,,Calle de La Coruña,
,16,28804,,Calle de La Coruña,
,5,28804,,Calle Gil de Andrade,
,7,28804,,Calle Gil de Andrade,
,6,28804,,Plaza de Carlos I,
,10,28806,,Avenida Miguel de Unamuno,
,8,28806,,Avenida Miguel de Unamuno,
,8,28806,,Avenida Miguel de Unamuno,
,6,28806,,Avenida Miguel de Unamuno,
,10,28806,,Avenida Miguel de Unamuno,
,10,28806,,Avenida Miguel de Unamuno,
,6,28806,,Avenida Miguel de Unamuno,
,14,28804,,Calle de La Coruña,
,4,28804,,Calle de La Coruña,
,10,28804,,Calle de La Coruña,
,8,28804,,Calle de La Coruña,
,14B,28806,,Avenida Miguel de Unamuno,
Alcalá de Henares,32,28805,,Calle Camino de la Esgaravita,
Alcalá de Henares,30,28805,,Calle Camino de la Esgaravita,
Alcalá de Henares,28,28805,,Calle Camino de la Esgaravita,
Alcalá de Henares,26,28805,,Calle Camino de la Esgaravita,
Alcalá de Henares,24,28805,,Calle Camino de la Esgaravita,
Alcalá de Henares,22,28805,,Calle Camino de la Esgaravita,
,,28805,,Calle Vigo,
,,28804,,Calle Gil de Hontañón,
,7,28804,,Calle Gil de Andrade,
,9,28804,,Calle Gil de Andrade,
,8,28804,,Plaza Carlos I,
,11,28804,,Calle de La Coruña,
,,28804,,Calle Gil de Andrade,
,3,28804,,Calle Gil de Andrade,
,5,28804,,Calle Gil de Andrade,
,9,28804,,Calle Gil de Andrade,
,9,28804,,Calle Gil de Andrade,
,11,28804,,Calle Gil de Andrade,
